epoch,background_mse_component,background_prediction_mae,background_prediction_mean,body_mse_component,body_prediction_mean,body_susceptibility_loss,depth_loss,depth_profile_loss,global_gradient_norm,loss,prediction_fraction_above_1e_4,prediction_fraction_near_saturation,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,susceptibility_amplitude_loss,susceptibility_loss,tmi_correlation,tmi_loss,tmi_mae_nt,tmi_rmse,true_body_prediction_mae,tversky_loss,val_background_mse_component,val_background_prediction_mae,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_body_susceptibility_loss,val_depth_loss,val_depth_profile_loss,val_global_gradient_norm,val_loss,val_prediction_fraction_above_1e_4,val_prediction_fraction_near_saturation,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss,val_susceptibility_amplitude_loss,val_susceptibility_loss,val_tmi_correlation,val_tmi_loss,val_tmi_mae_nt,val_tmi_rmse,val_true_body_prediction_mae,val_tversky_loss,val_weighted_tmi_loss,val_weighted_tversky_loss,val_z_center_loss,weighted_tmi_loss,weighted_tversky_loss,z_center_loss
10,2.021235013671685e-05,0.00020536243391688913,0.00020536243391688913,0.0030230979900807142,0.03829226270318031,0.0030230979900807142,0.010682477615773678,0.008257327601313591,0.7103575468063354,0.08257202059030533,0.004324259236454964,0.0037923685740679502,0.10000000149011612,0.0003982267517130822,0.0,0.006263106130063534,3.041248237423133e-05,0.0010686462046578526,0.0015216560568660498,0.9495850205421448,0.035913050174713135,4.6059794425964355,15.968343734741211,0.04811735078692436,0.5855047106742859,1.8956341591547243e-05,0.0001923300005728379,0.0001923300005728379,0.0031135231256484985,0.03950539603829384,0.0031135231256484985,0.010551455430686474,0.007909806445240974,0.0,0.08114759624004364,0.0040850830264389515,0.0036613973788917065,0.10000000149011612,0.00038094507181085646,0.0,0.006131847854703665,2.90187745122239e-05,0.001251156791113317,0.0015662393998354673,0.953153669834137,0.02876836061477661,4.402697563171387,15.102599143981934,0.048122867941856384,0.5716951489448547,2.8768365154974163e-05,0.057169508188962936,0.002641649218276143,3.591303538996726e-05,0.058550477027893066,0.0024251581635326147
11,2.4448236217722297e-05,0.0002474490611348301,0.0002474490611348301,0.0030444308649748564,0.039724599570035934,0.0030444308649748564,0.010478444397449493,0.008139382116496563,0.6848950982093811,0.08243003487586975,0.004767191596329212,0.004307993687689304,0.10000000149011612,0.00044735291157849133,0.0,0.006644889246672392,3.299057061667554e-05,0.0010282135335728526,0.0015344397397711873,0.9352578520774841,0.0743679478764534,5.756634712219238,21.86252784729004,0.048390649259090424,0.588030993938446,1.894609522423707e-05,0.00019198047812096775,0.00019198047812096775,0.0032538743689656258,0.03890404477715492,0.0032538743689656258,0.009911773726344109,0.007620586082339287,0.0,0.07813011854887009,0.004019266925752163,0.0036430866457521915,0.10000000149011612,0.00037771210190840065,0.0,0.006107572931796312,2.634193515405059e-05,0.0012641600333154202,0.0016364105977118015,0.9508291482925415,0.048176512122154236,4.954732894897461,18.693401336669922,0.04945001378655434,0.553314745426178,4.817652370547876e-05,0.05533146858215332,0.0022911871783435345,7.436798478011042e-05,0.05880305916070938,0.002339062048122287
12,1.998828156501986e-05,0.00020251472597010434,0.00020251472597010434,0.0030767377465963364,0.03839007765054703,0.0030767377465963364,0.010681062005460262,0.008295411244034767,0.6984865665435791,0.08137095719575882,0.004231018014252186,0.0038058573845773935,0.10000000149011612,0.00039588857907801867,0.0,0.006251584272831678,3.0152243198244832e-05,0.0010797716677188873,0.001548362779431045,0.950560986995697,0.04095608741044998,4.709417343139648,16.82856559753418,0.0487421452999115,0.573095440864563,2.851700810424518e-05,0.00028931599808856845,0.00028931599808856845,0.0031508912798017263,0.04433537647128105,0.0031508912798017263,0.011052788235247135,0.008107592351734638,0.0,0.08430201560258865,0.005342509131878614,0.0048093670047819614,0.10000000149011612,0.0005006389110349119,0.0,0.007025322411209345,4.0746639569988474e-05,0.001344942138530314,0.0015897044213488698,0.9488648772239685,0.040602631866931915,5.6220622062683105,18.301156997680664,0.04846113175153732,0.5918042659759521,4.060262654093094e-05,0.05918041244149208,0.0029451968148350716,4.0956088923849165e-05,0.057309530675411224,0.002385656349360943
13,1.6849311577971093e-05,0.0001712252851575613,0.0001712252851575613,0.0030587005894631147,0.03699164465069771,0.0030587005894631147,0.010915000922977924,0.008490249514579773,0.7832578420639038,0.08173888921737671,0.003853240981698036,0.0034263611305505037,0.10000000149011612,0.0003576760645955801,0.0,0.00594077305868268,2.8885810024803504e-05,0.0011243209009990096,0.0015377744566649199,0.9520456194877625,0.035572461783885956,4.230433940887451,15.098691940307617,0.048465803265571594,0.571823239326477,1.9958109987783246e-05,0.0002026165893767029,0.0002026165893767029,0.003314126515761018,0.03754327818751335,0.003314126515761018,0.010560775175690651,0.007753316313028336,0.0,0.08299415558576584,0.004085693508386612,0.0036683145444840193,0.10000000149011612,0.00038176850648596883,0.0,0.006138977129012346,3.1091774872038513e-05,0.0014142964500933886,0.001667042262852192,0.9346172213554382,0.037284113466739655,4.834969997406006,16.38628578186035,0.04994672164320946,0.5872287750244141,3.728411684278399e-05,0.05872286856174469,0.0028074593283236027,3.557245872798376e-05,0.057182278484106064,0.00242475769482553
14,1.782309300324414e-05,0.0001805502106435597,0.0001805502106435597,0.003106719348579645,0.03585940599441528,0.003106719348579645,0.01270502433180809,0.00894522201269865,1.1392359733581543,0.08772632479667664,0.003838826436549425,0.0034812011290341616,0.10000000149011612,0.000361220765626058,0.0,0.005974784959107637,3.069138983846642e-05,0.0012429297203198075,0.0015622710343450308,0.9175690412521362,0.03720341622829437,4.415759563446045,15.56839370727539,0.049269307404756546,0.5944312214851379,5.078864342067391e-05,0.0005111158243380487,0.0005111158243380487,0.002976631745696068,0.044429343193769455,0.002976631745696068,0.012649450451135635,0.008669485338032246,0.0,0.09709177166223526,0.008758747950196266,0.007121887058019638,0.10000000149011612,0.0007218254613690078,0.0,0.008446451276540756,6.709794979542494e-05,0.0012862294679507613,0.001513710361905396,0.8923949599266052,0.06869874149560928,8.091869354248047,24.796348571777344,0.0466705784201622,0.6885714530944824,6.869874050607905e-05,0.06885713338851929,0.003979966510087252,3.720343374880031e-05,0.05944313108921051,0.0037598013877868652
15,5.1822513341903687e-05,0.000521734997164458,0.000521734997164458,0.003071664134040475,0.03637194633483887,0.003071664134040475,0.02078530192375183,0.0115285012871027,0.9110593199729919,0.11874857544898987,0.007457885891199112,0.006894002202898264,0.10000000149011612,0.0007032728753983974,0.0,0.008334443904459476,6.448993372032419e-05,0.001474774326197803,0.0015617425087839365,0.7904840707778931,0.12318027019500732,9.606171607971191,27.198556900024414,0.04934179037809372,0.7395378351211548,4.883379369857721e-05,0.0004897319595329463,0.0004897319595329463,0.0032871055882424116,0.04024363309144974,0.0032871055882424116,0.011499905958771706,0.007681273855268955,0.0,0.09410785883665085,0.006909179501235485,0.006741638295352459,0.10000000149011612,0.0006804620497860014,0.0,0.008212193846702576,4.7803147026570514e-05,0.0012928752694278955,0.0016679695108905435,0.7796227335929871,0.24635668098926544,12.864681243896484,44.9823112487793,0.04945765435695648,0.6785306334495544,0.00024635670706629753,0.06785305589437485,0.003818630939349532,0.00012318030348978937,0.07395379990339279,0.009256795048713684
16,3.3018059184541926e-05,0.0003315251669846475,0.0003315251669846475,0.0031323847360908985,0.03920683637261391,0.0031323847360908985,0.012207265011966228,0.0076483627781271935,0.7511255145072937,0.09158051759004593,0.005385935306549072,0.005222127307206392,0.10000000149011612,0.0005283815553411841,0.0,0.007240219973027706,4.2812425817828625e-05,0.0011379546485841274,0.0015827015740796924,0.8443241119384766,0.09816054254770279,7.453433513641357,26.575044631958008,0.04968854412436485,0.643044114112854,2.118754491675645e-05,0.00021244298841338605,0.00021244298841338605,0.0032511833123862743,0.03324129432439804,0.0032511833123862743,0.01478335540741682,0.008395938202738762,0.0,0.0952824205160141,0.0037526448722928762,0.003683675080537796,0.10000000149011612,0.00037090785917825997,0.0,0.006074195262044668,2.6861423975788057e-05,0.0012614646693691611,0.0016361856833100319,0.9162666201591492,0.04114367440342903,4.930515289306641,18.316251754760742,0.049299273639917374,0.6275005340576172,4.114367038710043e-05,0.06275005638599396,0.006387414410710335,9.816054080147296e-05,0.0643044039607048,0.004558899439871311
17,3.970444595324807e-05,0.0003981109184678644,0.0003981109184678644,0.002996989758685231,0.039896558970212936,0.002996989758685231,0.017079226672649384,0.00858943723142147,0.6958206295967102,0.10201390087604523,0.006056152284145355,0.005933145992457867,0.10000000149011612,0.0005981231806799769,0.0,0.007703903131186962,4.746244667330757e-05,0.001036341767758131,0.0015183467185124755,0.8748234510421753,0.14846763014793396,9.30978775024414,32.2100715637207,0.048274796456098557,0.6510477662086487,2.258101085317321e-05,0.00022659471142105758,0.00022659471142105758,0.0031580484937876463,0.034797877073287964,0.0031580484937876463,0.012306774966418743,0.008232147432863712,0.0,0.08776382356882095,0.0039823404513299465,0.0038897704798728228,0.10000000149011612,0.0003924597112927586,0.0,0.0062460447661578655,3.103584094787948e-05,0.001272674067877233,0.0015903142048045993,0.9528987407684326,0.0546099916100502,5.192206382751465,18.988618850708008,0.0488431453704834,0.6020165085792542,5.460999454953708e-05,0.06020164489746094,0.004074629861861467,0.00014846757403574884,0.06510479748249054,0.008489797823131084
18,4.080447615706362e-05,0.0004132055037189275,0.0004132055037189275,0.0031061216723173857,0.03672793135046959,0.0031061216723173857,0.031390346586704254,0.010076305828988552,1.0479499101638794,0.1348295658826828,0.006771128159016371,0.005837310571223497,0.0,0.0005970958736725152,0.0,0.0076698362827301025,5.405165211413987e-05,0.0013107230188325047,0.0015734626213088632,0.846396803855896,0.08843523263931274,7.7660813331604,25.238039016723633,0.049504198133945465,0.6902220249176025,0.0,0.0,0.0,0.0038548987358808517,0.0,0.0038548987358808517,0.28067538142204285,0.00981051567941904,0.0,0.6672009229660034,0.0,0.0,0.0,0.0,0.0,0.0,1.59916471602628e-05,0.0038548987358808517,0.0019274493679404259,0.0,0.05188227817416191,5.042619228363037,17.352418899536133,0.055618319660425186,1.0,5.188226714381017e-05,0.09999994933605194,0.2708648443222046,8.843532123137265e-05,0.06902212649583817,0.02131403051316738
19,0.00015291167073883116,0.0015346481231972575,0.0015346481231972575,0.003298332914710045,0.0373055674135685,0.003298332914710045,0.020687760785222054,0.010496844537556171,3.824690103530884,0.13163481652736664,0.01843733713030815,0.016923360526561737,0.10000000149011612,0.0017157852416858077,0.0,0.012963068671524525,0.00016789036453701556,0.001549153937958181,0.001725622802041471,0.753868818283081,0.1816166341304779,18.69292640686035,41.59496307373047,0.05009441077709198,0.866349995136261,8.93459000508301e-05,0.0008951376657932997,0.0008951376657932997,0.003164726309478283,0.04559142515063286,0.003164726309478283,0.013064605183899403,0.007910703308880329,0.0,0.10746626555919647,0.011317240074276924,0.011024373583495617,0.10000000149011612,0.0011095802765339613,0.0,0.010467070154845715,9.420033893547952e-05,0.0013699722476303577,0.0016270357882604003,0.8341909646987915,0.1492713987827301,13.323935508728027,37.41364669799805,0.048472076654434204,0.7809655666351318,0.00014927137817721814,0.07809657603502274,0.005153900012373924,0.0001816164585761726,0.08663500845432281,0.010190912522375584
20,6.0518275859067217e-05,0.000606983492616564,0.000606983492616564,0.0031444767955690622,0.044343896210193634,0.0031444767955690622,0.012977362610399723,0.007955539971590042,0.5922437906265259,0.10043089091777802,0.008608916774392128,0.008211497217416763,0.10000000149011612,0.0008284586947411299,0.0,0.00905438419431448,6.766892329324037e-05,0.0012719481019303203,0.0016024966025725007,0.8657692670822144,0.1282045990228653,10.158655166625977,31.99419593811035,0.04928840324282646,0.7140581011772156,2.498277899576351e-05,0.00025141361402347684,0.00025141361402347684,0.0035435406025499105,0.029421916231513023,0.0035435406025499105,0.012738518416881561,0.008429300971329212,0.0,0.10017230361700058,0.0040173339657485485,0.0038485717959702015,0.10000000149011612,0.00039136697887443006,0.0,0.006231836508959532,3.9005382859613746e-05,0.002113080583512783,0.0017842614324763417,0.8517358303070068,0.04297620803117752,5.820025444030762,17.291614532470703,0.052098650485277176,0.7071593403816223,4.2976207623723894e-05,0.07071594148874283,0.004309219773858786,0.00012820445408578962,0.0714058130979538,0.005021825432777405
21,3.4084590879501775e-05,0.0003421418368816376,0.0003421418368816376,0.0031834079418331385,0.039144448935985565,0.0031834079418331385,0.011757495813071728,0.007956520654261112,0.8140438199043274,0.09257377684116364,0.005485209170728922,0.005328409839421511,0.10000000149011612,0.000538629072252661,0.0,0.007310471497476101,4.4076110498281196e-05,0.0013024540385231376,0.0016087470576167107,0.8864793181419373,0.08267029374837875,6.988180160522461,25.17568588256836,0.04943353682756424,0.6602082848548889,4.866407107328996e-05,0.00048784827231429517,0.00048784827231429517,0.003165038302540779,0.04823968559503555,0.003165038302540779,0.00991816259920597,0.006942595820873976,0.0,0.08980556577444077,0.007249654270708561,0.00711822509765625,0.10000000149011612,0.0007169505697675049,0.0,0.008430392481386662,5.7850204029819e-05,0.0014103963039815426,0.001606851234100759,0.9307529926300049,0.08560007065534592,7.978988170623779,27.216350555419922,0.04728661850094795,0.6680854558944702,8.560008427593857e-05,0.0668085590004921,0.002975566778331995,8.267026714747772e-05,0.06602088361978531,0.003800969338044524
