epoch,background_mse_component,background_prediction_mean,body_mse_component,body_prediction_mean,body_susceptibility_loss,depth_loss,depth_profile_loss,loss,prediction_fraction_above_1e_4,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,susceptibility_amplitude_loss,susceptibility_loss,tversky_loss,val_background_mse_component,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_body_susceptibility_loss,val_depth_loss,val_depth_profile_loss,val_loss,val_prediction_fraction_above_1e_4,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss,val_susceptibility_amplitude_loss,val_susceptibility_loss,val_tversky_loss,val_weighted_tversky_loss,val_z_center_loss,weighted_tversky_loss,z_center_loss
10,6.55110488878563e-05,0.0007054683519527316,0.0016337452689185739,0.01567056216299534,0.0016337452689185739,0.009304330684244633,0.006911885924637318,0.10897595435380936,0.0218389593064785,0.10000000149011612,0.0007812480325810611,0.0,0.008491767570376396,5.0405280489940196e-05,0.0005658098962157965,0.0008496280643157661,0.8890149593353271,8.674844139022753e-05,0.000914093863684684,0.002173951594159007,0.02102448046207428,0.002173951594159007,0.008164194412529469,0.006233796011656523,0.10606759041547775,0.017894083634018898,0.10000000149011612,0.0010105791734531522,0.0,0.009748241864144802,6.513016705866903e-05,0.0007984802359715104,0.001130349701270461,0.8774524927139282,0.08774525672197342,0.0019303977023810148,0.08890143781900406,0.0023924456909298897
11,0.00010296109394403175,0.0010568259749561548,0.0014082792913541198,0.01366470754146576,0.0014082792913541198,0.0314483679831028,0.012424487620592117,0.15261951088905334,0.016215138137340546,0.10000000149011612,0.001120670000091195,0.0,0.010387045331299305,7.682629802729934e-05,0.0005072868661954999,0.0007556204800494015,0.883830189704895,7.455499144271016e-05,0.0007466977695003152,0.0015090787783265114,0.017680609598755836,0.0015090787783265114,0.07145185023546219,0.010788124054670334,0.21601170301437378,0.008375447243452072,0.10000000149011612,0.0008279427420347929,0.0,0.009053768590092659,6.476989801740274e-05,0.00045544045860879123,0.0007918169139884412,0.7179598212242126,0.0717959851026535,0.060663722455501556,0.08838299661874771,0.019023876637220383
12,7.354121044045314e-05,0.0007458964828401804,0.001312315696850419,0.01642000488936901,0.001312315696850419,0.092694953083992,0.01096140407025814,0.25852322578430176,0.008571034297347069,0.10000000149011612,0.0008252669940702617,0.0,0.008980498649179935,6.23885789536871e-05,0.00032027639099396765,0.0006929284427314997,0.7205744385719299,7.249023474287242e-05,0.0007252594223245978,0.0015513485996052623,0.017958074808120728,0.0015513485996052623,0.13332976400852203,0.00950038991868496,0.33584293723106384,0.008120727725327015,0.10000000149011612,0.0008079385734163225,0.0,0.008948709815740585,6.760433461749926e-05,0.0005186577909626067,0.0008119193953461945,0.6778520345687866,0.06778518855571747,0.12382938712835312,0.07205740362405777,0.08173355460166931
13,6.775057408958673e-05,0.000677437346894294,0.0010327869094908237,0.012376397848129272,0.0010327869094908237,0.16675880551338196,0.012386550195515156,0.400674968957901,0.007385752163827419,0.10000000149011612,0.0007366775535047054,0.0,0.0085496436804533,5.62862005608622e-05,0.0003979077155236155,0.0005502686835825443,0.6615274548530579,8.489720494253561e-05,0.00084876106120646,0.0015858524711802602,0.01880256086587906,0.0015858524711802602,0.12528030574321747,0.00932823121547699,0.3213701546192169,0.009374389424920082,0.10000000149011612,0.0009348992607556283,0.0,0.009621894918382168,7.228374306578189e-05,0.0006361611885949969,0.0008353747543878853,0.6926572322845459,0.06926571577787399,0.11595208942890167,0.06615272164344788,0.1543721854686737
14,6.757399387424812e-05,0.0006758822710253298,0.0012147160014137626,0.01496475376188755,0.0012147160014137626,0.1409742534160614,0.011128250509500504,0.34933140873908997,0.007505889981985092,0.10000000149011612,0.0007482379442080855,0.0,0.008615751750767231,5.530134876607917e-05,0.0003783350985031575,0.0006411447538994253,0.6630731821060181,5.047076410846785e-05,0.0005048990133218467,0.0012907902710139751,0.014417681843042374,0.0012907902710139751,0.1328735649585724,0.009039715863764286,0.33602431416511536,0.005734049249440432,0.10000000149011612,0.0005716494633816183,0.0,0.0075372979044914246,3.846977779176086e-05,0.00038498741923831403,0.0006706304848194122,0.6918306946754456,0.06918306648731232,0.12383383512496948,0.06630729138851166,0.12984611093997955
15,0.0001097120184567757,0.001097488566301763,0.0014052328187972307,0.0157794039696455,0.0014052328187972307,0.12105170637369156,0.01149781420826912,0.31499332189559937,0.011762644164264202,0.10000000149011612,0.0011718341847881675,0.0,0.010758424177765846,9.105330536840484e-05,0.0004406509397085756,0.0007574725896120071,0.7160082459449768,0.00021755821944680065,0.0021753269247710705,0.0017533537466078997,0.018355771899223328,0.0017533537466078997,0.0685405507683754,0.01096170675009489,0.2175346165895462,0.022598164156079292,0.10000000149011612,0.0022529573179781437,0.0,0.014836457557976246,0.0001743785833241418,0.0006196937756612897,0.0009854559320956469,0.7867401242256165,0.07867398858070374,0.05757885426282883,0.0716007873415947,0.10955386608839035
16,6.823893636465073e-05,0.0006826703320257366,0.001105516217648983,0.006419140845537186,0.001105516217648983,0.2254626303911209,0.011054938659071922,0.5239316821098328,0.007141306530684233,0.10000000149011612,0.0007117186905816197,0.0,0.008404175750911236,5.910564141231589e-05,0.0007176221115514636,0.0005868776352144778,0.7164106965065002,1.2529833384178346e-06,1.2531641914392821e-05,0.0009717781213112175,0.0,0.0009717781213112175,0.2811167240142822,0.010937878862023354,0.6376968622207642,0.00012471516674850136,0.10000000149011612,1.2471517948142719e-05,0.0,0.001116689876653254,5.194347977521829e-06,0.0009717781795188785,0.0004865155497100204,0.7400000095367432,0.07399997115135193,0.27017879486083984,0.07164090871810913,0.21440763771533966
17,1.6426787396994769e-07,1.6450910607090918e-06,0.0007487947004847229,0.0,0.0007487947004847229,0.29558542370796204,0.010663386434316635,0.661198616027832,1.6367594071198255e-05,0.10000000149011612,1.6367595208066632e-06,0.0,0.00040456553688272834,3.6208114124747226e-06,0.0007487948751077056,0.00037447948125191033,0.6890000104904175,1.2529833384178346e-06,1.2531641914392821e-05,0.0009717781213112175,0.0,0.0009717781213112175,0.2811167240142822,0.010937878862023354,0.6376968622207642,0.00012471516674850136,0.10000000149011612,1.2471517948142719e-05,0.0,0.001116689876653254,5.194347977521829e-06,0.0009717781795188785,0.0004865155497100204,0.7400000095367432,0.07399997115135193,0.27017879486083984,0.06889992207288742,0.28492194414138794
18,1.6426787396994769e-07,1.6450886732854997e-06,0.0007487947586923838,0.0,0.0007487947586923838,0.29558539390563965,0.010663379915058613,0.6611983776092529,1.6367594071198255e-05,0.10000000149011612,1.63675917974615e-06,0.0,0.00040456553688272834,3.6208134588378016e-06,0.0007487947586923838,0.0003744795103557408,0.6890000104904175,1.2529833384178346e-06,1.2531641914392821e-05,0.0009717781213112175,0.0,0.0009717781213112175,0.2811167240142822,0.010937878862023354,0.6376968622207642,0.00012471516674850136,0.10000000149011612,1.2471517948142719e-05,0.0,0.001116689876653254,5.194347977521829e-06,0.0009717781795188785,0.0004865155497100204,0.7400000095367432,0.07399997115135193,0.27017879486083984,0.06889990717172623,0.2849220633506775
19,1.642678881808024e-07,1.6450896964670392e-06,0.0007487944676540792,0.0,0.0007487944676540792,0.29558542370796204,0.010663388296961784,0.6611993908882141,1.6367594071198255e-05,0.10000000149011612,1.6367594071198255e-06,0.0,0.00040456553688272834,3.6208102756063454e-06,0.0007487944676540792,0.00037447939394041896,0.6890000104904175,1.2529833384178346e-06,1.2531641914392821e-05,0.0009717781213112175,0.0,0.0009717781213112175,0.2811167240142822,0.010937878862023354,0.6376968622207642,0.00012471516674850136,0.10000000149011612,1.2471517948142719e-05,0.0,0.001116689876653254,5.194347977521829e-06,0.0009717781795188785,0.0004865155497100204,0.7400000095367432,0.07399997115135193,0.27017879486083984,0.06889994442462921,0.28492194414138794
20,1.6426785975909297e-07,1.6450890143460128e-06,0.0007487943512387574,0.0,0.0007487943512387574,0.2955853343009949,0.010663381777703762,0.6611987352371216,1.6367594071198255e-05,0.10000000149011612,1.6367594071198255e-06,0.0,0.00040456553688272834,3.620810502980021e-06,0.0007487943512387574,0.00037447939394041896,0.6890000104904175,1.2529833384178346e-06,1.2531641914392821e-05,0.0009717781213112175,0.0,0.0009717781213112175,0.2811167240142822,0.010937878862023354,0.6376968622207642,0.00012471516674850136,0.10000000149011612,1.2471517948142719e-05,0.0,0.001116689876653254,5.194347977521829e-06,0.0009717781795188785,0.0004865155497100204,0.7400000095367432,0.07399997115135193,0.27017879486083984,0.06889991462230682,0.28492191433906555
