epoch,background_mse_component,background_prediction_mae,background_prediction_mean,body_mse_component,body_prediction_mean,body_susceptibility_loss,depth_loss,depth_profile_loss,global_gradient_norm,loss,prediction_fraction_above_1e_4,prediction_fraction_near_saturation,prediction_maximum,prediction_mean,prediction_minimum,prediction_standard_deviation,sensitivity_loss,susceptibility_amplitude_loss,susceptibility_loss,true_body_prediction_mae,tversky_loss,val_background_mse_component,val_background_prediction_mae,val_background_prediction_mean,val_body_mse_component,val_body_prediction_mean,val_body_susceptibility_loss,val_depth_loss,val_depth_profile_loss,val_global_gradient_norm,val_loss,val_prediction_fraction_above_1e_4,val_prediction_fraction_near_saturation,val_prediction_maximum,val_prediction_mean,val_prediction_minimum,val_prediction_standard_deviation,val_sensitivity_loss,val_susceptibility_amplitude_loss,val_susceptibility_loss,val_true_body_prediction_mae,val_tversky_loss,val_weighted_tversky_loss,val_z_center_loss,weighted_tversky_loss,z_center_loss
0,0.0025871212128549814,0.04658457264304161,0.04658457264304161,0.0021041228901594877,0.0472099706530571,0.0021041228901594877,0.04119407758116722,0.008915157057344913,0.24591781198978424,0.188262939453125,0.9402599334716797,0.06070329621434212,0.10000000149011612,0.046587731689214706,0.0,0.020430007949471474,0.0024977794382721186,0.0017584613524377346,0.002345621818676591,0.04319439455866814,0.9927288293838501,0.0020983030553907156,0.04139130190014839,0.04139130190014839,0.001374177634716034,0.04279237985610962,0.001374177634716034,0.03968530520796776,0.00836591050028801,0.0,0.1836509257555008,0.9507597088813782,0.04700469970703125,0.10000000149011612,0.04139802232384682,0.0,0.01962556689977646,0.0020958236418664455,0.0011696158908307552,0.001736240228638053,0.035050634294748306,0.9927865862846375,0.09927865117788315,0.03131939843297005,0.0992729514837265,0.03227892518043518
1,0.003045010147616267,0.044627513736486435,0.044627513736486435,0.002358529483899474,0.04264416545629501,0.002358529483899474,0.04154670983552933,0.009345224127173424,0.4412492513656616,0.18963807821273804,0.839941143989563,0.19699707627296448,0.10000000149011612,0.04461744800209999,0.0,0.03245614096522331,0.0028635957278311253,0.0016863892087712884,0.0027017707470804453,0.04032750800251961,0.992929220199585,0.006412792019546032,0.06413149833679199,0.06413149833679199,0.004528422839939594,0.05209974944591522,0.004528422839939594,0.04445510730147362,0.009425642900168896,0.0,0.20236635208129883,0.6408985257148743,0.6406283378601074,0.10000000149011612,0.06407377123832703,0.0,0.047976016998291016,0.006131064146757126,0.0024116975255310535,0.005470607429742813,0.0535612627863884,0.9944273233413696,0.0994427427649498,0.03502946346998215,0.09929289668798447,0.03220151364803314
2,0.005082303658127785,0.05513206496834755,0.05513206496834755,0.003927999176084995,0.051534850150346756,0.003927999176084995,0.043765150010585785,0.00976952351629734,0.345001220703125,0.19854985177516937,0.6972755789756775,0.47497057914733887,0.10000000149011612,0.05511386692523956,0.0,0.045198481529951096,0.004938172176480293,0.0022462070919573307,0.004505152348428965,0.05020831525325775,0.9933013916015625,0.002949114190414548,0.040948156267404556,0.040948156267404556,0.0025872495025396347,0.03708016127347946,0.0025872495025396347,0.039060745388269424,0.008911626413464546,0.0,0.1846349537372589,0.7574679851531982,0.21072815358638763,0.10000000149011612,0.040929604321718216,0.0,0.035679664462804794,0.0027589150704443455,0.0015181186608970165,0.002768181497231126,0.04327024146914482,0.9946829080581665,0.09946826845407486,0.03014911711215973,0.0993301272392273,0.033995620906353
3,0.00517729576677084,0.05370751768350601,0.05370751768350601,0.004005721770226955,0.04731935262680054,0.004005721770226955,0.04621228948235512,0.009852875955402851,0.5129133462905884,0.20319512486457825,0.601919949054718,0.5042824745178223,0.10000000149011612,0.053675174713134766,0.0,0.04788509011268616,0.004827903117984533,0.001981746405363083,0.00459150830283761,0.048619985580444336,0.9936936497688293,0.004031611606478691,0.04656568542122841,0.04656568542122841,0.0028878331650048494,0.045286741107702255,0.0028878331650048494,0.04220091924071312,0.009048507548868656,0.0,0.19236703217029572,0.7157421708106995,0.362758070230484,0.10000000149011612,0.046559546142816544,0.0,0.0431520938873291,0.003860681550577283,0.0012861571740359068,0.0034597215708345175,0.0448797382414341,0.9935864210128784,0.09935864806175232,0.033152416348457336,0.09936932474374771,0.03635939583182335
4,0.002346555469557643,0.037661489099264145,0.037661489099264145,0.001685508294031024,0.03892640396952629,0.001685508294031024,0.04278131574392319,0.009115693159401417,0.9864568710327148,0.1901267021894455,0.8715755343437195,0.15688195824623108,0.10000000149011612,0.0376678891479969,0.0,0.030453979969024658,0.0022837030701339245,0.0009786239825189114,0.002016032114624977,0.03628416731953621,0.992856502532959,0.0022214369382709265,0.03514489904046059,0.03514489904046059,0.001532218768261373,0.036286868155002594,0.001532218768261373,0.04159417748451233,0.008517153561115265,0.0,0.18723788857460022,0.8646737933158875,0.16385690867900848,0.10000000149011612,0.03515037149190903,0.0,0.031389541923999786,0.002069831592962146,0.0007693037623539567,0.0018768280278891325,0.033922139555215836,0.9933362007141113,0.09933361411094666,0.03307701274752617,0.09928570687770844,0.033665597438812256
5,0.0020091128535568714,0.03272998705506325,0.03272998705506325,0.0014785488601773977,0.035317759960889816,0.0014785488601773977,0.04239146038889885,0.00895232055336237,0.33690083026885986,0.18853242695331573,0.8794838190078735,0.14966857433319092,0.10000000149011612,0.032743100076913834,0.0,0.03061004728078842,0.001898786285892129,0.0008183514000847936,0.0017438300419598818,0.03289618715643883,0.9928855299949646,0.001972922822460532,0.029951008036732674,0.029951008036732674,0.0013935074675828218,0.03346000239253044,0.0013935074675828218,0.041452888399362564,0.008262358605861664,0.0,0.18644551932811737,0.8670294284820557,0.16469797492027283,0.10000000149011612,0.029967844486236572,0.0,0.03278384730219841,0.001849684864282608,0.0006796677480451763,0.001683215145021677,0.030677011236548424,0.9932715892791748,0.09932716190814972,0.0331905335187912,0.09928862750530243,0.03343915566802025
6,0.0014127148315310478,0.025455156341195107,0.025455156341195107,0.0012784837745130062,0.030649231746792793,0.0012784837745130062,0.04088084399700165,0.008603205904364586,0.27833566069602966,0.18448373675346375,0.8992605805397034,0.10717319697141647,0.10000000149011612,0.025481490418314934,0.0,0.027652200311422348,0.0012680505169555545,0.0008432674221694469,0.0013455989537760615,0.028782330453395844,0.9926512241363525,0.001316215144470334,0.024053577333688736,0.024053577333688736,0.001211281050927937,0.030420375987887383,0.001211281050927937,0.03872250020503998,0.007780877873301506,0.0,0.1800336092710495,0.8962858319282532,0.10075826197862625,0.10000000149011612,0.024084119126200676,0.0,0.02715245820581913,0.0011594261741265655,0.000859531166497618,0.0012637481559067965,0.028834480792284012,0.9930588006973267,0.09930586814880371,0.03094162419438362,0.09926513582468033,0.03227763995528221
7,0.001094694947823882,0.020169513300061226,0.020169513300061226,0.0011358187766745687,0.026958853006362915,0.0011358187766745687,0.03927944600582123,0.008315013721585274,1.0402565002441406,0.18064801394939423,0.907853364944458,0.08835738152265549,0.10000000149011612,0.020203903317451477,0.0,0.02623109146952629,0.0009420376736670732,0.0007801715983077884,0.0011152575025334954,0.02590344287455082,0.9925176501274109,0.0010434123687446117,0.01864691637456417,0.01864691637456417,0.0009067004430107772,0.02510906383395195,0.0009067004430107772,0.040135737508535385,0.007703038863837719,0.0,0.18203896284103394,0.9099050164222717,0.0882638543844223,0.10000000149011612,0.018677908927202225,0.0,0.026364604011178017,0.0008859751396812499,0.0005916019435971975,0.0009750563185662031,0.024854591116309166,0.9931483268737793,0.09931483119726181,0.03243269771337509,0.09925173223018646,0.03096441552042961
8,0.0009034777758643031,0.017024198547005653,0.017024198547005653,0.0010359880980104208,0.024551333859562874,0.0010359880980104208,0.03931320831179619,0.008159712888300419,0.22224505245685577,0.18037621676921844,0.9244807362556458,0.07507611066102982,0.10000000149011612,0.017062317579984665,0.0,0.024785613641142845,0.0007667535683140159,0.0007720308494754136,0.0009697330533526838,0.02328179031610489,0.9924131035804749,0.0010417065350338817,0.017734942957758904,0.017734942957758904,0.0008968901820480824,0.02527802251279354,0.0008968901820480824,0.04072843864560127,0.007676617708057165,0.0,0.18320396542549133,0.9108535647392273,0.09081115573644638,0.10000000149011612,0.017771126702427864,0.0,0.02695905603468418,0.0008883614791557193,0.0005877841613255441,0.000969298358540982,0.02425670623779297,0.9930169582366943,0.09930170327425003,0.03305182605981827,0.09924131631851196,0.031153472140431404
9,0.000945432810112834,0.017054257914423943,0.017054257914423943,0.0010636133374646306,0.024990815669298172,0.0010636133374646306,0.0391683466732502,0.008150638081133366,0.19923488795757294,0.18016764521598816,0.9186165928840637,0.08068761229515076,0.10000000149011612,0.017094438895583153,0.0,0.025598809123039246,0.0007985048578120768,0.0007923299563117325,0.001004522666335106,0.023629534989595413,0.992356538772583,0.001399997971020639,0.020554201677441597,0.020554201677441597,0.0013180413516238332,0.027772817760705948,0.0013180413516238332,0.037908438593149185,0.007698119152337313,0.0,0.17852921783924103,0.8724982738494873,0.12784047424793243,0.10000000149011612,0.0205888319760561,0.0,0.03126000612974167,0.0011721054324880242,0.0008763994555920362,0.0013590197777375579,0.02743152342736721,0.9930476546287537,0.09930478036403656,0.03021031618118286,0.09923562407493591,0.031017722561955452
